ISO 8601 Time,Temperature (C),Pressure (dbar),Ax,Ay,Az
2025-08-06T09:14:50.000Z,13.184,146.621,254,-2,2
2025-08-06T09:14:51.000Z,13.222,148.207,239,-4,0
2025-08-06T09:14:52.000Z,13.264,149.687,276,-5,-3
2025-08-06T09:14:53.000Z,13.265,150.960,242,-1,1
2025-08-06T09:14:54.000Z,13.232,151.917,256,-2,-5
2025-08-06T09:14:55.000Z,13.205,153.035,202,2,3
2025-08-06T09:14:56.000Z,13.186,154.545,225,-2,3
2025-08-06T09:14:57.000Z,13.175,156.398,306,-24,1
2025-08-06T09:14:58.000Z,13.172,158.185,247,-12,1
2025-08-06T09:14:59.000Z,13.175,159.660,268,-25,-7
2025-08-06T09:15:00.000Z,13.180,160.728,228,-18,1
2025-08-06T09:15:01.000Z,13.187,161.775,237,-23,-3
2025-08-06T09:15:02.000Z,13.186,163.084,256,-23,-3
2025-08-06T09:15:03.000Z,13.193,164.272,271,-31,-9
2025-08-06T09:15:04.000Z,13.202,165.390,285,-32,-11
2025-08-06T09:15:05.000Z,13.201,166.824,247,-29,-6
2025-08-06T09:15:06.000Z,13.201,168.672,289,-40,-16
2025-08-06T09:15:07.000Z,13.204,170.525,243,-34,-8
2025-08-06T09:15:08.000Z,13.208,171.824,254,-23,-15
2025-08-06T09:15:09.000Z,13.213,172.644,251,-28,-13
2025-08-06T09:15:10.000Z,13.227,173.470,198,-27,-8
2025-08-06T09:15:11.000Z,13.234,174.794,257,-34,-12
2025-08-06T09:15:12.000Z,13.236,176.420,219,-39,-11
2025-08-06T09:15:13.000Z,13.242,177.911,265,-33,-16
2025-08-06T09:15:14.000Z,13.245,179.179,255,-41,-14
2025-08-06T09:15:15.000Z,13.236,180.539,251,-37,-7
2025-08-06T09:15:16.000Z,13.221,182.029,263,-47,-23
2025-08-06T09:15:17.000Z,13.202,183.655,242,-47,-20
2025-08-06T09:15:18.000Z,13.182,185.206,227,-43,-14
2025-08-06T09:15:19.000Z,13.166,186.580,254,-46,-23
2025-08-06T09:15:20.000Z,13.165,187.693,262,-41,-16
2025-08-06T09:15:21.000Z,13.175,188.705,216,-39,-14
2025-08-06T09:15:22.000Z,13.161,189.767,255,-38,-19
2025-08-06T09:15:23.000Z,13.130,190.955,212,-39,-5
2025-08-06T09:15:24.000Z,13.102,192.400,238,-35,-4
2025-08-06T09:15:25.000Z,13.084,194.419,220,-43,-6
2025-08-06T09:15:26.000Z,13.083,196.458,252,-44,-14
2025-08-06T09:15:27.000Z,13.092,197.842,237,-35,-18
2025-08-06T09:15:28.000Z,13.103,198.829,226,-36,-21
2025-08-06T09:15:29.000Z,13.122,199.831,212,-38,-19
2025-08-06T09:15:30.000Z,13.150,200.848,283,-43,-28
2025-08-06T09:15:31.000Z,13.175,201.900,236,-36,-23
2025-08-06T09:15:32.000Z,13.201,203.174,275,-40,-33
2025-08-06T09:15:33.000Z,13.222,204.841,249,-50,-20
2025-08-06T09:15:34.000Z,13.231,206.824,255,-44,-29
2025-08-06T09:15:35.000Z,13.225,208.637,229,-45,-24
2025-08-06T09:15:36.000Z,13.179,210.031,251,-35,-25
2025-08-06T09:15:37.000Z,13.137,211.099,248,-33,-21
2025-08-06T09:15:38.000Z,13.127,211.929,192,-34,-18
2025-08-06T09:15:39.000Z,13.110,212.981,224,-43,-24
2025-08-06T09:15:40.000Z,12.938,214.688,213,-49,-26
2025-08-06T09:15:41.000Z,12.808,216.536,278,-45,-39
2025-08-06T09:15:42.000Z,12.756,218.076,233,-32,-44
2025-08-06T09:15:43.000Z,12.731,219.255,237,-32,-40
2025-08-06T09:15:44.000Z,12.721,220.367,284,-45,-34
2025-08-06T09:15:45.000Z,12.652,221.525,206,-43,-19
2025-08-06T09:15:46.000Z,12.584,222.723,242,-40,-26
2025-08-06T09:15:47.000Z,12.513,224.239,218,-51,-14
2025-08-06T09:15:48.000Z,12.421,226.147,258,-49,-27
2025-08-06T09:15:49.000Z,12.388,227.768,264,-43,-27
2025-08-06T09:15:50.000Z,12.366,228.725,234,-37,-25
2025-08-06T09:15:51.000Z,12.367,229.671,245,-37,-31
2025-08-06T09:15:52.000Z,12.320,230.910,245,-45,-10
2025-08-06T09:15:53.000Z,12.282,232.062,308,-45,-25
2025-08-06T09:15:54.000Z,12.267,233.110,200,-44,-16
2025-08-06T09:15:55.000Z,12.136,234.560,207,-53,-21
2025-08-06T09:15:56.000Z,11.949,236.417,248,-58,-27
2025-08-06T09:15:57.000Z,11.880,237.943,220,-47,-20
2025-08-06T09:15:58.000Z,11.844,239.101,256,-41,-19
2025-08-06T09:15:59.000Z,11.827,240.168,212,-42,-23
2025-08-06T09:16:00.000Z,11.767,241.351,286,-38,-34
2025-08-06T09:16:01.000Z,11.669,242.670,253,-43,-28
2025-08-06T09:16:02.000Z,11.600,244.025,259,-35,-29
2025-08-06T09:16:03.000Z,11.536,245.359,240,-42,-17
2025-08-06T09:16:04.000Z,11.483,246.643,242,-43,-28
2025-08-06T09:16:05.000Z,11.440,248.022,245,-48,-26
2025-08-06T09:16:06.000Z,11.379,249.412,224,-39,-23
2025-08-06T09:16:07.000Z,11.339,250.700,246,-44,-27
2025-08-06T09:16:08.000Z,11.284,251.959,204,-40,-26
2025-08-06T09:16:09.000Z,11.214,253.218,261,-42,-35
2025-08-06T09:16:10.000Z,11.159,254.502,205,-41,-23
2025-08-06T09:16:11.000Z,11.109,255.936,241,-44,-21
2025-08-06T09:16:12.000Z,11.051,257.391,218,-39,-24
2025-08-06T09:16:13.000Z,11.031,258.605,227,-39,-25
2025-08-06T09:16:14.000Z,11.035,259.647,246,-40,-29
2025-08-06T09:16:15.000Z,11.016,261.087,228,-51,-18
2025-08-06T09:16:16.000Z,10.978,262.582,259,-43,-29
2025-08-06T09:16:17.000Z,10.954,263.901,300,-37,-34
2025-08-06T09:16:18.000Z,10.955,265.019,279,-38,-21
2025-08-06T09:16:19.000Z,10.963,266.197,333,-42,-22
2025-08-06T09:16:20.000Z,10.932,267.400,221,-38,-21
2025-08-06T09:16:21.000Z,10.921,268.619,264,-36,-24
2025-08-06T09:16:22.000Z,10.895,269.852,215,-42,-14
2025-08-06T09:16:23.000Z,10.846,271.156,205,-41,-17
2025-08-06T09:16:24.000Z,10.776,272.863,240,-47,-18
2025-08-06T09:16:25.000Z,10.732,274.675,203,-44,-22
2025-08-06T09:16:26.000Z,10.712,275.858,258,-40,-27
2025-08-06T09:16:27.000Z,10.716,276.724,187,-42,-21
2025-08-06T09:16:28.000Z,10.733,277.545,238,-33,-25
2025-08-06T09:16:29.000Z,10.702,278.698,205,-43,-24
2025-08-06T09:16:30.000Z,10.611,280.233,256,-44,-26
2025-08-06T09:16:31.000Z,10.506,281.965,286,-50,-33
2025-08-06T09:16:32.000Z,10.418,283.385,270,-42,-27
2025-08-06T09:16:33.000Z,10.383,284.739,267,-41,-29
2025-08-06T09:16:34.000Z,10.352,286.214,261,-39,-33
2025-08-06T09:16:35.000Z,10.301,287.433,314,-37,-31
2025-08-06T09:16:36.000Z,10.256,288.364,281,-35,-34
2025-08-06T09:16:37.000Z,10.244,289.265,268,-35,-20
2025-08-06T09:16:38.000Z,10.223,290.368,264,-46,-19
2025-08-06T09:16:39.000Z,10.187,291.742,241,-42,-22
2025-08-06T09:16:40.000Z,10.134,293.358,252,-50,-19
2025-08-06T09:16:41.000Z,10.101,294.849,216,-46,-31
2025-08-06T09:16:42.000Z,10.065,296.027,222,-32,-28
2025-08-06T09:16:43.000Z,10.051,297.129,197,-38,-20
2025-08-06T09:16:44.000Z,10.038,298.318,196,-41,-16
2025-08-06T09:16:45.000Z,10.009,299.616,252,-47,-17
2025-08-06T09:16:46.000Z,09.978,300.966,225,-47,-22
2025-08-06T09:16:47.000Z,09.939,302.114,245,-43,-27
2025-08-06T09:16:48.000Z,09.939,303.080,231,-44,-18
2025-08-06T09:16:49.000Z,09.950,304.213,237,-44,-22
2025-08-06T09:16:50.000Z,09.881,305.517,242,-48,-28
2025-08-06T09:16:51.000Z,09.843,306.730,286,-40,-27
2025-08-06T09:16:52.000Z,09.830,307.858,262,-48,-29
2025-08-06T09:16:53.000Z,09.837,309.107,230,-40,-22
2025-08-06T09:16:54.000Z,09.824,310.572,264,-44,-22
2025-08-06T09:16:55.000Z,09.812,311.825,193,-44,-20
2025-08-06T09:16:56.000Z,09.813,313.054,235,-42,-25
2025-08-06T09:16:57.000Z,09.804,314.232,213,-39,-20
2025-08-06T09:16:58.000Z,09.813,315.198,208,-43,-22
2025-08-06T09:16:59.000Z,09.828,316.180,219,-47,-12
2025-08-06T09:17:00.000Z,09.820,317.454,235,-47,-23
2025-08-06T09:17:01.000Z,09.774,318.803,273,-44,-26
2025-08-06T09:17:02.000Z,09.752,320.112,264,-54,-22
2025-08-06T09:17:03.000Z,09.736,321.517,265,-49,-23
2025-08-06T09:17:04.000Z,09.703,322.322,271,-49,-32
2025-08-06T09:17:05.000Z,09.686,322.343,296,-41,-32
2025-08-06T09:17:07.000Z,09.690,322.353,234,-37,-28
2025-08-06T09:17:09.000Z,09.686,322.368,213,-37,-20
2025-08-06T09:17:11.000Z,09.623,322.378,149,-38,-21
2025-08-06T09:17:13.000Z,09.636,322.388,299,-26,-23
2025-08-06T09:17:15.000Z,09.612,322.373,258,-20,13
2025-08-06T09:17:17.000Z,09.586,322.353,249,-1,25
2025-08-06T09:17:19.000Z,09.633,322.337,233,14,3
2025-08-06T09:17:21.000Z,09.656,322.186,246,9,2
2025-08-06T09:17:23.000Z,09.665,318.718,209,25,-9
2025-08-06T09:17:24.000Z,09.693,316.920,264,18,4
2025-08-06T09:17:25.000Z,09.715,315.808,247,19,6
2025-08-06T09:17:26.000Z,09.725,314.861,250,18,12
2025-08-06T09:17:27.000Z,09.730,313.623,251,16,5
2025-08-06T09:17:28.000Z,09.734,312.384,274,31,-19
2025-08-06T09:17:29.000Z,09.737,311.010,257,33,-1
2025-08-06T09:17:30.000Z,09.737,309.565,233,44,-8
2025-08-06T09:17:31.000Z,09.741,308.180,232,28,11
2025-08-06T09:17:32.000Z,09.747,307.113,271,20,0
2025-08-06T09:17:33.000Z,09.747,305.905,230,21,1
2025-08-06T09:17:34.000Z,09.743,304.384,235,31,7
2025-08-06T09:17:35.000Z,09.745,303.191,237,23,2
2025-08-06T09:17:36.000Z,09.751,302.209,288,16,4
2025-08-06T09:17:37.000Z,09.756,300.895,262,28,-5
2025-08-06T09:17:38.000Z,09.776,299.329,209,34,6
2025-08-06T09:17:39.000Z,09.825,298.146,233,29,5
2025-08-06T09:17:40.000Z,09.869,297.003,276,28,-1
2025-08-06T09:17:41.000Z,09.902,295.518,275,36,2
2025-08-06T09:17:42.000Z,09.934,294.043,242,32,5
2025-08-06T09:17:43.000Z,09.951,293.051,236,17,14
2025-08-06T09:17:44.000Z,09.969,292.065,239,24,9
2025-08-06T09:17:45.000Z,09.992,290.529,289,27,1
2025-08-06T09:17:46.000Z,10.011,288.767,225,32,17
2025-08-06T09:17:47.000Z,10.042,287.392,288,17,4
2025-08-06T09:17:48.000Z,10.068,286.270,273,29,-11
2025-08-06T09:17:49.000Z,10.097,285.142,228,31,3
2025-08-06T09:17:50.000Z,10.130,283.934,236,27,5
2025-08-06T09:17:51.000Z,10.183,282.710,222,29,1
2025-08-06T09:17:52.000Z,10.228,281.416,272,22,1
2025-08-06T09:17:53.000Z,10.258,280.022,245,33,1
2025-08-06T09:17:54.000Z,10.332,278.381,283,17,22
2025-08-06T09:17:55.000Z,10.402,276.719,242,24,7
2025-08-06T09:17:56.000Z,10.448,275.234,233,19,10
2025-08-06T09:17:57.000Z,10.507,274.011,273,16,12
2025-08-06T09:17:58.000Z,10.545,272.898,194,25,11
2025-08-06T09:17:59.000Z,10.568,271.982,254,21,3
2025-08-06T09:18:00.000Z,10.586,270.763,262,17,8
2025-08-06T09:18:01.000Z,10.606,268.961,230,42,3
2025-08-06T09:18:02.000Z,10.653,267.143,233,16,15
2025-08-06T09:18:03.000Z,10.718,265.784,238,11,15
2025-08-06T09:18:04.000Z,10.746,264.943,274,20,3
2025-08-06T09:18:05.000Z,10.756,263.957,351,5,-4
2025-08-06T09:18:06.000Z,10.771,262.396,229,18,18
2025-08-06T09:18:07.000Z,10.795,260.588,194,14,14
2025-08-06T09:18:08.000Z,10.816,259.300,233,2,15
2025-08-06T09:18:09.000Z,10.828,258.267,260,11,12
2025-08-06T09:18:10.000Z,10.843,257.110,265,-4,10
2025-08-06T09:18:11.000Z,10.861,255.639,203,4,34
2025-08-06T09:18:12.000Z,10.880,254.124,212,14,18
2025-08-06T09:18:13.000Z,10.907,252.729,206,13,25
2025-08-06T09:18:14.000Z,10.935,251.531,284,10,11
2025-08-06T09:18:15.000Z,10.978,250.298,306,6,7
2025-08-06T09:18:16.000Z,11.053,249.079,244,15,12
2025-08-06T09:18:17.000Z,11.124,247.775,244,13,31
2025-08-06T09:18:18.000Z,11.186,246.109,255,12,31
2025-08-06T09:18:19.000Z,11.255,244.322,226,25,25
2025-08-06T09:18:20.000Z,11.305,242.887,223,15,23
2025-08-06T09:18:21.000Z,11.343,241.945,217,11,17
2025-08-06T09:18:22.000Z,11.365,240.954,260,4,19
2025-08-06T09:18:23.000Z,11.390,239.660,247,8,21
2025-08-06T09:18:24.000Z,11.415,238.255,254,8,19
2025-08-06T09:18:25.000Z,11.496,237.011,244,8,15
2025-08-06T09:18:26.000Z,11.592,235.702,252,11,23
2025-08-06T09:18:27.000Z,11.658,234.061,223,11,18
2025-08-06T09:18:28.000Z,11.706,232.289,264,15,30
2025-08-06T09:18:29.000Z,11.805,230.804,244,15,10
2025-08-06T09:18:30.000Z,11.945,229.757,254,5,20
2025-08-06T09:18:31.000Z,12.026,228.855,260,1,20
2025-08-06T09:18:32.000Z,12.074,227.818,293,11,11
2025-08-06T09:18:33.000Z,12.127,226.424,323,0,11
2025-08-06T09:18:34.000Z,12.163,224.561,211,0,36
2025-08-06T09:18:35.000Z,12.201,222.925,248,12,15
2025-08-06T09:18:36.000Z,12.262,221.812,207,14,23
2025-08-06T09:18:37.000Z,12.328,220.986,284,10,22
2025-08-06T09:18:38.000Z,12.374,219.647,246,17,24
2025-08-06T09:18:39.000Z,12.430,217.890,238,51,25
2025-08-06T09:18:40.000Z,12.500,216.143,264,26,24
2025-08-06T09:18:41.000Z,12.541,214.733,242,32,4
2025-08-06T09:18:42.000Z,12.591,213.767,241,21,18
2025-08-06T09:18:43.000Z,12.665,212.896,257,26,19
2025-08-06T09:18:44.000Z,12.751,211.431,240,34,2
2025-08-06T09:18:45.000Z,12.865,209.482,213,31,23
2025-08-06T09:18:46.000Z,12.993,207.821,218,25,14
2025-08-06T09:18:47.000Z,13.033,206.643,209,22,27
2025-08-06T09:18:48.000Z,13.036,205.581,243,21,11
2025-08-06T09:18:49.000Z,13.037,204.216,281,19,2
2025-08-06T09:18:50.000Z,13.029,202.892,213,22,16
2025-08-06T09:18:51.000Z,13.019,201.699,234,27,7
2025-08-06T09:18:52.000Z,13.014,200.053,229,15,13
2025-08-06T09:18:53.000Z,12.994,198.286,242,35,3
2025-08-06T09:18:54.000Z,12.959,197.168,229,15,2
2025-08-06T09:18:55.000Z,12.930,196.528,280,14,1
2025-08-06T09:18:56.000Z,12.910,195.214,283,6,12
2025-08-06T09:18:57.000Z,12.894,193.135,223,17,17
2025-08-06T09:18:58.000Z,12.881,191.484,237,15,9
2025-08-06T09:18:59.000Z,12.876,190.472,97,12,35
2025-08-06T09:19:00.000Z,12.869,189.399,203,18,30
2025-08-06T09:19:01.000Z,12.857,187.854,250,3,20
2025-08-06T09:19:02.000Z,12.872,186.238,252,28,13
2025-08-06T09:19:03.000Z,12.884,184.753,273,6,15
2025-08-06T09:19:04.000Z,12.904,183.358,260,21,13
2025-08-06T09:19:05.000Z,12.919,182.165,254,6,10
2025-08-06T09:19:06.000Z,12.936,181.329,250,1,11
2025-08-06T09:19:07.000Z,12.951,180.106,235,-5,16
2025-08-06T09:19:08.000Z,12.968,178.429,263,8,20
2025-08-06T09:19:09.000Z,12.951,176.702,248,-6,18
2025-08-06T09:19:10.000Z,12.969,175.126,242,12,19
2025-08-06T09:19:11.000Z,12.997,173.596,228,1,10
2025-08-06T09:19:12.000Z,13.010,172.367,307,-3,-4
2025-08-06T09:19:13.000Z,12.999,171.335,261,1,3
2025-08-06T09:19:14.000Z,12.989,170.515,285,-14,3
2025-08-06T09:19:15.000Z,12.973,169.508,260,-11,8
2025-08-06T09:19:16.000Z,12.946,167.786,229,-10,26
2025-08-06T09:19:17.000Z,12.917,165.767,211,-11,23
2025-08-06T09:19:18.000Z,12.910,164.297,233,-6,12
2025-08-06T09:19:19.000Z,12.911,163.381,268,-10,6
2025-08-06T09:19:20.000Z,12.912,162.263,276,-15,10
2025-08-06T09:19:21.000Z,12.915,160.723,301,-12,0
2025-08-06T09:19:22.000Z,12.920,159.242,216,-6,10
2025-08-06T09:19:23.000Z,12.925,157.843,278,7,0
2025-08-06T09:19:24.000Z,12.932,156.373,259,9,2
2025-08-06T09:19:25.000Z,12.930,155.114,253,15,5
2025-08-06T09:19:26.000Z,12.928,153.810,248,14,4
2025-08-06T09:19:27.000Z,12.924,152.290,229,24,4
2025-08-06T09:19:28.000Z,12.923,150.814,270,18,-6
2025-08-06T09:19:29.000Z,12.923,149.581,233,25,-2
2025-08-06T09:19:30.000Z,12.930,148.091,260,20,0
2025-08-06T09:19:31.000Z,12.928,146.585,306,25,-12
2025-08-06T09:19:32.000Z,12.913,145.302,285,21,-18
2025-08-06T09:19:33.000Z,12.910,144.088,262,18,4
2025-08-06T09:19:34.000Z,12.907,142.517,258,19,-3
2025-08-06T09:19:35.000Z,12.907,140.796,238,31,-4
2025-08-06T09:19:36.000Z,12.908,139.310,243,25,1
2025-08-06T09:19:37.000Z,12.908,137.986,245,17,9
2025-08-06T09:19:38.000Z,12.908,136.501,265,35,-8
2025-08-06T09:19:39.000Z,12.910,134.915,255,24,-6
2025-08-06T09:19:40.000Z,12.911,133.541,239,23,10
2025-08-06T09:19:41.000Z,12.907,132.413,266,26,-12
2025-08-06T09:19:42.000Z,12.893,131.300,256,25,-2
2025-08-06T09:19:43.000Z,12.851,129.820,252,40,-9
2025-08-06T09:19:44.000Z,12.826,128.008,232,43,3
2025-08-06T09:19:45.000Z,12.815,126.049,249,41,-3
2025-08-06T09:19:46.000Z,12.812,124.675,221,29,-1
2025-08-06T09:19:47.000Z,12.812,123.854,232,19,3
2025-08-06T09:19:48.000Z,12.811,122.953,267,29,-15
2025-08-06T09:19:49.000Z,12.805,121.312,470,16,-25
2025-08-06T09:19:50.000Z,12.798,119.449,240,45,-15
2025-08-06T09:19:51.000Z,12.789,117.823,202,48,-11
2025-08-06T09:19:52.000Z,12.781,116.569,292,26,-11
2025-08-06T09:19:53.000Z,12.770,115.275,203,31,-2
2025-08-06T09:19:54.000Z,12.759,113.997,231,23,-3
2025-08-06T09:19:55.000Z,12.750,112.471,267,25,-6
2025-08-06T09:19:56.000Z,12.740,110.623,255,41,-1
2025-08-06T09:19:57.000Z,12.723,108.791,222,29,8
2025-08-06T09:19:58.000Z,12.713,107.452,273,16,2
2025-08-06T09:19:59.000Z,12.709,106.520,271,17,-10
